OID_,Value,EuropeCoun,EUcropPlus,HydroSoils,SlopeClass,CountryName,LandUse,SlopeClass,Manure added,Synthetic N applied,Sythetic P Applied,N Manure added,P Manure calculated,NUE,PUE,lucode,load_n,eff_n,crit_len_n,proportion_subsurface_n,load_p,eff_p,crit_len_p
4046,4047,15,80,2,4,Germany,Permanent water (ESA),<= mean + 3 STD (1 STD + 2STD) = 12.226- 26.557 degrees,No,0,0,0,0,0.56,0.81,4047,0,0,200,0,0,0,200
4047,4048,15,250,2,2,Germany,Fodder crops (cereals and leguminous),<= mean = 2.531- 5.06 degrees,Applied and excreted Cropland,66.52,11,80.95,15.27,0.52,0.8,4048,70.78531295,0.43,200,0.7633,5.254628787,0.43,200
4048,4049,15,213,3,3,Germany,Barley,<= mean + 1 STD = 5.061-12.225 degrees,Applied and excreted Cropland,125,13,80.95,15.27,0.65,0.8,4049,72.081682,0.23,200,0.0188,5.654628787,0.23,200
4049,4050,10,505,2,2,Denmark,Improved grassland 1000 LSU,<= mean = 2.531- 5.06 degrees,Applied to grassland and excreted grazing - divided on LSU,171.43,6.86,405.86,76.58,0.54,0.78,4050,265.5518415,0.9,200,0.9934,18.35557365,0.9,200
4050,4051,10,505,2,3,Denmark,Improved grassland 1000 LSU,<= mean + 1 STD = 5.061-12.225 degrees,Applied to grassland and excreted grazing - divided on LSU,171.43,6.86,405.86,76.58,0.54,0.78,4051,265.5518415,0.9,200,0.9934,18.35557365,0.9,200
4051,4052,10,221,1,1,Denmark,Potatoes,<= 1/2 STD = < 2.53 degrees,Applied and excreted Cropland,137,21,117.74,22.21,0.55,0.85,4052,114.632219,0.41,200,0.9933,6.482215031,0.41,200
4052,4053,15,504,3,1,Germany,Improved grassland 250 LSU,<= 1/2 STD = < 2.53 degrees,Applied to grassland and excreted grazing - divided on LSU,138.14,9.53,183.55,34.63,0.72,0.89,4053,90.07552728,0.9,200,0.8138,4.857604265,0.9,200
4053,4054,15,504,2,1,Germany,Improved grassland 250 LSU,<= 1/2 STD = < 2.53 degrees,Applied to grassland and excreted grazing - divided on LSU,138.14,9.53,183.55,34.63,0.56,0.81,4054,141.5472571,0.9,200,0.982,8.390407367,0.9,200
4054,4055,15,504,2,2,Germany,Improved grassland 250 LSU,<= mean = 2.531- 5.06 degrees,Applied to grassland and excreted grazing - divided on LSU,138.14,9.53,183.55,34.63,0.56,0.81,4055,141.5472571,0.9,200,0.9813,8.390407367,0.9,200
4055,4056,15,34,3,1,Germany,Non Improved grassland 250 LSU,<= 1/2 STD = < 2.53 degrees,Excreted permanent grass -divided on LSU,0,0,577.46,108.95,0.75,0.86,4056,144.3646229,0.9,200,0.9488,15.25362053,0.9,200
4056,4057,15,215,2,1,Germany,Oats,<= 1/2 STD = < 2.53 degrees,Applied and excreted Cropland,105,15,80.95,15.27,0.48,0.67,4057,96.69278469,0.21,200,0.6846,9.990137499,0.21,200
4057,4058,15,34,2,1,Germany,Non Improved grassland 250 LSU,<= 1/2 STD = < 2.53 degrees,Excreted permanent grass -divided on LSU,0,0,577.46,108.95,0.66,0.82,4058,196.3358871,0.9,200,0.9992,19.61179783,0.9,200
4058,4059,15,216,1,1,Germany,Maize,<= 1/2 STD = < 2.53 degrees,Applied and excreted Cropland,62.84,14.2,80.95,15.27,0.55,0.84,4059,64.70377748,0.41,200,0.9731,4.716498061,0.41,200
4059,4060,15,504,3,3,Germany,Improved grassland 250 LSU,<= mean + 1 STD = 5.061-12.225 degrees,Applied to grassland and excreted grazing - divided on LSU,138.14,9.53,183.55,34.63,0.72,0.89,4060,90.07552728,0.9,200,0.8259,4.857604265,0.9,200
4060,4061,15,504,3,2,Germany,Improved grassland 250 LSU,<= mean = 2.531- 5.06 degrees,Applied to grassland and excreted grazing - divided on LSU,138.14,9.53,183.55,34.63,0.72,0.89,4061,90.07552728,0.9,200,0.8174,4.857604265,0.9,200
4061,4062,15,503,1,1,Germany,Improved grassland 100 LSU,<= 1/2 STD = < 2.53 degrees,Applied to grassland and excreted grazing - divided on LSU,45.74,3.15,60.77,11.47,0.53,0.82,4062,50.05972633,0.9,200,1,2.631744855,0.9,200
4062,4063,15,211,1,1,Germany,Common wheat,<= 1/2 STD = < 2.53 degrees,Applied and excreted Cropland,150,12,80.95,15.27,0.55,0.84,4063,103.9264483,0.4,200,0.9643,4.36370303,0.4,200
4063,4064,15,221,2,2,Germany,Potatoes,<= mean = 2.531- 5.06 degrees,Applied and excreted Cropland,135,60,80.95,15.27,0.56,0.88,4064,95.01697166,0.41,200,0.5858,9.032777272,0.41,200
4064,4065,15,20,2,1,Germany,Shrubland (ESA),<= 1/2 STD = < 2.53 degrees,No,0,0,0,0,0.63,0.92,4065,0,0.62,200,0.9845,0,0.62,200
4065,4066,15,214,2,2,Germany,Rye,<= mean = 2.531- 5.06 degrees,Applied and excreted Cropland,105,15,80.95,15.27,0.47,0.68,4066,98.55226131,0.41,200,0.378,9.687406059,0.41,200
4066,4067,15,503,2,3,Germany,Improved grassland 100 LSU,<= mean + 1 STD = 5.061-12.225 degrees,Applied to grassland and excreted grazing - divided on LSU,45.74,3.15,60.77,11.47,0.51,0.75,4067,52.18992745,0.9,200,0.9312,3.655201187,0.9,200
4067,4068,15,34,2,2,Germany,Non Improved grassland 250 LSU,<= mean = 2.531- 5.06 degrees,Excreted permanent grass -divided on LSU,0,0,577.46,108.95,0.66,0.82,4068,196.3358871,0.9,200,0.9991,19.61179783,0.9,200
4068,4069,15,213,2,3,Germany,Barley,<= mean + 1 STD = 5.061-12.225 degrees,Applied and excreted Cropland,125,13,80.95,15.27,0.64,1.07,4069,74.14115863,0.23,200,0.5968,0,0.23,200
4069,4070,15,504,2,3,Germany,Improved grassland 250 LSU,<= mean + 1 STD = 5.061-12.225 degrees,Applied to grassland and excreted grazing - divided on LSU,138.14,9.53,183.55,34.63,0.56,0.81,4070,141.5472571,0.9,200,0.9852,8.390407367,0.9,200
4070,4071,15,40,2,3,Germany,Cropland (ESA),<= mean + 1 STD = 5.061-12.225 degrees,Applied and excreted Cropland,102.3,24.62,80.95,15.27,0.54,0.82,4071,84.29290904,0.27,200,0.7385,7.181215598,0.27,200
4071,4072,15,34,2,3,Germany,Non Improved grassland 250 LSU,<= mean + 1 STD = 5.061-12.225 degrees,Excreted permanent grass -divided on LSU,0,0,577.46,108.95,0.66,0.82,4072,196.3358871,0.9,200,0.9992,19.61179783,0.9,200
4072,4073,15,10,2,4,Germany,Tree Cover (ESA),<= mean + 3 STD (1 STD + 2STD) = 12.226- 26.557 degrees,No,0,0,0,0,0.58,0.84,4073,0,0.79,200,0.9939,0,0.79,200
4073,4074,15,214,2,3,Germany,Rye,<= mean + 1 STD = 5.061-12.225 degrees,Applied and excreted Cropland,105,15,80.95,15.27,0.47,0.68,4074,98.55226131,0.41,200,0.4373,9.687406059,0.41,200
4074,4075,15,290,2,2,Germany,Bare arable land,<= mean = 2.531- 5.06 degrees,No,0,0,0,0,0.64,0.96,4075,0,0.05,200,0.4706,0,0.05,200
4075,4076,15,232,2,2,Germany,Rape and turnip rape,<= mean = 2.531- 5.06 degrees,Applied and excreted Cropland,140,25,80.95,15.27,0.55,1.02,4076,99.42644829,0.5,200,0.2638,0,0.5,200
4076,4077,15,300,2,4,Germany,Woodland and Shrubland (incl. permanent crops,<= mean + 3 STD (1 STD + 2STD) = 12.226- 26.557 degrees,No,0.51,0.08,0,0,0.55,0.82,4077,0.227488988,0.9,200,0.9799,0.014520064,0.9,200
4077,4078,15,20,3,1,Germany,Shrubland (ESA),<= 1/2 STD = < 2.53 degrees,No,0,0,0,0,0.62,0.63,4078,0,0.62,200,0.8562,0,0.62,200
4078,4079,15,502,2,2,Germany,Improved grassland 25 LSU,<= mean = 2.531- 5.06 degrees,Applied to grassland and excreted grazing - divided on LSU,12.61,0.87,16.75,3.16,0.58,0.9,4079,12.33131692,0.59,200,0.7828,0.40303321,0.59,200
4079,4080,15,502,2,3,Germany,Improved grassland 25 LSU,<= mean + 1 STD = 5.061-12.225 degrees,Applied to grassland and excreted grazing - divided on LSU,12.61,0.87,16.75,3.16,0.58,0.9,4080,12.33131692,0.59,200,0.8183,0.40303321,0.59,200
4080,4081,15,240,2,3,Germany,Dry pulses,<= mean + 1 STD = 5.061-12.225 degrees,Applied and excreted Cropland,7,15,80.95,15.27,0.62,1.07,4081,33.42011189,0.17,200,0.8363,0,0.17,200
4081,4082,15,250,2,3,Germany,Fodder crops (cereals and leguminous),<= mean + 1 STD = 5.061-12.225 degrees,Applied and excreted Cropland,66.52,11,80.95,15.27,0.52,0.8,4082,70.78531295,0.43,200,0.7856,5.254628787,0.43,200
4082,4083,15,300,3,4,Germany,Woodland and Shrubland (incl. permanent crops,<= mean + 3 STD (1 STD + 2STD) = 12.226- 26.557 degrees,No,0.51,0.08,0,0,0.63,0.76,4083,0.187046501,0.9,200,0.7868,0.019360085,0.9,200
4083,4084,15,250,2,4,Germany,Fodder crops (cereals and leguminous),<= mean + 3 STD (1 STD + 2STD) = 12.226- 26.557 degrees,Applied and excreted Cropland,66.52,11,80.95,15.27,0.52,0.8,4084,70.78531295,0.43,200,0.8353,5.254628787,0.43,200
4084,4085,15,221,2,3,Germany,Potatoes,<= mean + 1 STD = 5.061-12.225 degrees,Applied and excreted Cropland,135,60,80.95,15.27,0.56,0.88,4085,95.01697166,0.41,200,0.6395,9.032777272,0.41,200
4085,4086,15,232,2,3,Germany,Rape and turnip rape,<= mean + 1 STD = 5.061-12.225 degrees,Applied and excreted Cropland,140,25,80.95,15.27,0.55,1.02,4086,99.42644829,0.5,200,0.384,0,0.5,200
4086,4087,15,32,2,4,Germany,Non improved grassland 25 LSU,<= mean + 3 STD (1 STD + 2STD) = 12.226- 26.557 degrees,Excreted permanent grass -divided on LSU,0,0,27,5.1,0.69,0.75,4087,8.37122589,0.19,200,0.9959,1.273771438,0.19,200
4087,4088,15,216,2,4,Germany,Maize,<= mean + 3 STD (1 STD + 2STD) = 12.226- 26.557 degrees,Applied and excreted Cropland,62.84,14.2,80.95,15.27,0.51,0.78,4088,70.45522437,0.41,200,0.7088,6.485184833,0.41,200
4088,4089,15,300,2,5,Germany,Woodland and Shrubland (incl. permanent crops,> mean + 3STD = 26.558-89.281 degrees,No,0.51,0.08,0,0,0.55,0.82,4089,0.227488988,0.9,200,0.9888,0.014520064,0.9,200
4089,4090,15,222,2,2,Germany,Sugar beet,<= mean = 2.531- 5.06 degrees,Applied and excreted Cropland,125,60,80.95,15.27,0.47,0.71,4090,109.1522613,0.34,200,0.5521,21.82921174,0.34,200
4090,4091,15,215,2,2,Germany,Oats,<= mean = 2.531- 5.06 degrees,Applied and excreted Cropland,105,15,80.95,15.27,0.48,0.67,4091,96.69278469,0.21,200,0.5876,9.990137499,0.21,200
4091,4092,15,503,2,4,Germany,Improved grassland 100 LSU,<= mean + 3 STD (1 STD + 2STD) = 12.226- 26.557 degrees,Applied to grassland and excreted grazing - divided on LSU,45.74,3.15,60.77,11.47,0.51,0.75,4092,52.18992745,0.9,200,0.9601,3.655201187,0.9,200
4092,4093,15,231,3,3,Germany,Sunflower,<= mean + 1 STD = 5.061-12.225 degrees,Applied and excreted Cropland,40,17,80.95,15.27,0.64,1.1,4093,43.54115863,0.13,200,0.1045,0,0.13,200
4093,4094,15,211,2,4,Germany,Common wheat,<= mean + 3 STD (1 STD + 2STD) = 12.226- 26.557 degrees,Applied and excreted Cropland,150,12,80.95,15.27,0.49,0.7,4094,117.7833081,0.4,200,0.574,8.181943181,0.4,200
4094,4095,15,211,3,3,Germany,Common wheat,<= mean + 1 STD = 5.061-12.225 degrees,Applied and excreted Cropland,150,12,80.95,15.27,0.66,1.1,4095,78.52220537,0.4,200,0,0,0.4,200
4095,4096,15,503,3,3,Germany,Improved grassland 100 LSU,<= mean + 1 STD = 5.061-12.225 degrees,Applied to grassland and excreted grazing - divided on LSU,45.74,3.15,60.77,11.47,0.66,0.92,4096,36.21341905,0.9,200,0.5173,1.16966438,0.9,200
4096,4097,15,216,3,3,Germany,Maize,<= mean + 1 STD = 5.061-12.225 degrees,Applied and excreted Cropland,62.84,14.2,80.95,15.27,0.64,1.04,4097,51.76302198,0.41,200,0.0127,0,0.41,200
4097,4098,15,232,3,3,Germany,Rape and turnip rape,<= mean + 1 STD = 5.061-12.225 degrees,Applied and excreted Cropland,140,25,80.95,15.27,0.67,1.15,4098,72.91272874,0.5,200,0,0,0.5,200
4098,4099,15,232,3,2,Germany,Rape and turnip rape,<= mean = 2.531- 5.06 degrees,Applied and excreted Cropland,140,25,80.95,15.27,0.67,1.15,4099,72.91272874,0.5,200,0,0,0.5,200
4099,4100,15,233,2,2,Germany,Soya,<= mean = 2.531- 5.06 degrees,Applied and excreted Cropland,40,17,80.95,15.27,0.49,0.68,4100,61.68330806,0.22,200,0.9388,10.32740606,0.22,200
4100,4101,15,223,2,1,Germany,Other root crops,<= 1/2 STD = < 2.53 degrees,Applied and excreted Cropland,130,60,80.95,15.27,0.57,0.95,4101,90.70749503,0.13,200,0.776,3.763657197,0.13,200
4101,4102,15,221,3,2,Germany,Potatoes,<= mean = 2.531- 5.06 degrees,Applied and excreted Cropland,135,60,80.95,15.27,0.66,1.04,4102,73.42220537,0.41,200,0.0462,0,0.41,200
4102,4103,15,290,2,3,Germany,Bare arable land,<= mean + 1 STD = 5.061-12.225 degrees,No,0,0,0,0,0.64,0.96,4103,0,0.05,200,0.6194,0,0.05,200
4103,4104,15,218,2,1,Germany,Triticale,<= 1/2 STD = < 2.53 degrees,Applied and excreted Cropland,105,15,80.95,15.27,0.47,0.64,4104,98.55226131,0.37,200,0.5938,10.89833182,0.37,200
4104,4105,15,216,1,2,Germany,Maize,<= mean = 2.531- 5.06 degrees,Applied and excreted Cropland,62.84,14.2,80.95,15.27,0.55,0.84,4105,64.70377748,0.41,200,0.9631,4.716498061,0.41,200
4105,4106,15,300,1,1,Germany,Woodland and Shrubland (incl. permanent crops,<= 1/2 STD = < 2.53 degrees,No,0.51,0.08,0,0,0.52,0.78,4106,0.242654921,0.9,200,1,0.017746744,0.9,200
4106,4107,15,213,1,2,Germany,Barley,<= mean = 2.531- 5.06 degrees,Applied and excreted Cropland,125,13,80.95,15.27,0.55,0.85,4107,92.67644829,0.23,200,0.956,4.24097159,0.23,200
4107,4108,15,502,1,1,Germany,Improved grassland 25 LSU,<= 1/2 STD = < 2.53 degrees,Applied to grassland and excreted grazing - divided on LSU,12.61,0.87,16.75,3.16,0.52,0.68,4108,14.09293362,0.59,200,0.9999,1.289706271,0.59,200
4108,4109,15,214,3,2,Germany,Rye,<= mean = 2.531- 5.06 degrees,Applied and excreted Cropland,105,15,80.95,15.27,0.51,0.72,4109,91.1143548,0.41,200,0.024,8.476480302,0.41,200
4109,4110,15,213,1,1,Germany,Barley,<= 1/2 STD = < 2.53 degrees,Applied and excreted Cropland,125,13,80.95,15.27,0.55,0.85,4110,92.67644829,0.23,200,0.9714,4.24097159,0.23,200
4110,4111,15,503,1,2,Germany,Improved grassland 100 LSU,<= mean = 2.531- 5.06 degrees,Applied to grassland and excreted grazing - divided on LSU,45.74,3.15,60.77,11.47,0.53,0.82,4111,50.05972633,0.9,200,0.9999,2.631744855,0.9,200
4111,4112,15,211,1,2,Germany,Common wheat,<= mean = 2.531- 5.06 degrees,Applied and excreted Cropland,150,12,80.95,15.27,0.55,0.84,4112,103.9264483,0.4,200,0.9297,4.36370303,0.4,200
4112,4113,15,232,1,1,Germany,Rape and turnip rape,<= 1/2 STD = < 2.53 degrees,Applied and excreted Cropland,140,25,80.95,15.27,0.55,0.85,4113,99.42644829,0.5,200,0.9733,6.04097159,0.5,200
4113,4114,15,33,1,1,Germany,Non Improved grassland 100 LSU,<= 1/2 STD = < 2.53 degrees,Excreted permanent grass -divided on LSU,0,0,184.4,34.79,0.55,0.8,4114,82.97810337,0.82,200,1,6.958331519,0.82,200
4114,4115,15,300,1,2,Germany,Woodland and Shrubland (incl. permanent crops,<= mean = 2.531- 5.06 degrees,No,0.51,0.08,0,0,0.52,0.78,4115,0.242654921,0.9,200,1,0.017746744,0.9,200
4115,4116,15,504,1,1,Germany,Improved grassland 250 LSU,<= 1/2 STD = < 2.53 degrees,Applied to grassland and excreted grazing - divided on LSU,138.14,9.53,183.55,34.63,0.54,0.83,4116,147.9812234,0.9,200,1,7.507206591,0.9,200
4116,4117,15,250,1,1,Germany,Fodder crops (cereals and leguminous),<= 1/2 STD = < 2.53 degrees,Applied and excreted Cropland,66.52,11,80.95,15.27,0.54,0.84,4117,67.83592491,0.43,200,0.995,4.20370303,0.43,200
4117,4118,15,214,1,1,Germany,Rye,<= 1/2 STD = < 2.53 degrees,Applied and excreted Cropland,105,15,80.95,15.27,0.56,0.85,4118,81.81697166,0.41,200,0.9661,4.54097159,0.41,200
4118,4119,15,504,1,2,Germany,Improved grassland 250 LSU,<= mean = 2.531- 5.06 degrees,Applied to grassland and excreted grazing - divided on LSU,138.14,9.53,183.55,34.63,0.54,0.83,4119,147.9812234,0.9,200,1,7.507206591,0.9,200
4119,4120,15,34,1,1,Germany,Non Improved grassland 250 LSU,<= 1/2 STD = < 2.53 degrees,Excreted permanent grass -divided on LSU,0,0,577.46,108.95,0.55,0.8,4120,259.8563212,0.9,200,1,21.79088647,0.9,200
4120,4121,15,50,1,1,Germany,Built-up (ESA),<= 1/2 STD = < 2.53 degrees,No,0,0,0,0,0.53,0.8,4121,0,0.13,200,0.999,0,0.13,200
4121,4122,15,10,1,1,Germany,Tree Cover (ESA),<= 1/2 STD = < 2.53 degrees,No,0,0,0,0,0.54,0.79,4122,0,0.79,200,1,0,0.79,200
4122,4123,15,231,1,1,Germany,Sunflower,<= 1/2 STD = < 2.53 degrees,Applied and excreted Cropland,40,17,80.95,15.27,0.52,0.79,4123,58.05487817,0.13,200,0.9668,6.777360226,0.13,200
4123,4124,15,700,1,1,Germany,Artificial,<= 1/2 STD = < 2.53 degrees,No,0,0,0,0,0.52,0.79,4124,0,0.05,200,0.9956,0,0.05,200
4124,4125,15,221,1,1,Germany,Potatoes,<= 1/2 STD = < 2.53 degrees,Applied and excreted Cropland,135,60,80.95,15.27,0.55,0.85,4125,97.17644829,0.41,200,0.9747,11.29097159,0.41,200
4125,4126,15,219,3,1,Germany,Other cereals,<= 1/2 STD = < 2.53 degrees,Applied and excreted Cropland,85,17,80.95,15.27,0.66,1.15,4126,56.42220537,0.17,200,0.259,0,0.17,200
4126,4127,15,240,1,1,Germany,Dry pulses,<= 1/2 STD = < 2.53 degrees,Applied and excreted Cropland,7,15,80.95,15.27,0.52,0.8,4127,42.21487817,0.17,200,0.9933,6.054628787,0.17,200
4127,4128,15,215,1,1,Germany,Oats,<= 1/2 STD = < 2.53 degrees,Applied and excreted Cropland,105,15,80.95,15.27,0.49,0.68,4128,94.83330806,0.21,200,0.9289,9.687406059,0.21,200
4128,4129,15,222,2,3,Germany,Sugar beet,<= mean + 1 STD = 5.061-12.225 degrees,Applied and excreted Cropland,125,60,80.95,15.27,0.47,0.71,4129,109.1522613,0.34,200,0.5997,21.82921174,0.34,200
4129,4130,15,40,1,1,Germany,Cropland (ESA),<= 1/2 STD = < 2.53 degrees,Applied and excreted Cropland,102.3,24.62,80.95,15.27,0.54,0.83,4130,84.29290904,0.27,200,0.9581,6.782259176,0.27,200
4130,4131,15,34,1,2,Germany,Non Improved grassland 250 LSU,<= mean = 2.531- 5.06 degrees,Excreted permanent grass -divided on LSU,0,0,577.46,108.95,0.55,0.8,4131,259.8563212,0.9,200,1,21.79088647,0.9,200
4131,4132,15,700,1,2,Germany,Artificial,<= mean = 2.531- 5.06 degrees,No,0,0,0,0,0.52,0.79,4132,0,0.05,200,0.996,0,0.05,200
4132,4133,15,34,1,3,Germany,Non Improved grassland 250 LSU,<= mean + 1 STD = 5.061-12.225 degrees,Excreted permanent grass -divided on LSU,0,0,577.46,108.95,0.55,0.8,4133,259.8563212,0.9,200,1,21.79088647,0.9,200
4133,4134,15,10,1,2,Germany,Tree Cover (ESA),<= mean = 2.531- 5.06 degrees,No,0,0,0,0,0.54,0.79,4134,0,0.79,200,1,0,0.79,200
4134,4135,15,504,1,3,Germany,Improved grassland 250 LSU,<= mean + 1 STD = 5.061-12.225 degrees,Applied to grassland and excreted grazing - divided on LSU,138.14,9.53,183.55,34.63,0.54,0.83,4135,147.9812234,0.9,200,1,7.507206591,0.9,200
4135,4136,15,213,2,4,Germany,Barley,<= mean + 3 STD (1 STD + 2STD) = 12.226- 26.557 degrees,Applied and excreted Cropland,125,13,80.95,15.27,0.64,1.07,4136,74.14115863,0.23,200,0.6337,0,0.23,200
4136,4137,15,505,2,1,Germany,Improved grassland 1000 LSU,<= 1/2 STD = < 2.53 degrees,Applied to grassland and excreted grazing - divided on LSU,275.09,18.97,365.51,68.96,0.54,0.78,4137,294.6742081,0.9,200,0.9821,19.34584209,0.9,200
4137,4138,15,35,2,1,Germany,NonImproved grassland 1000 LSU,<= 1/2 STD = < 2.53 degrees,Excreted permanent grass -divided on LSU,0,0,1363.86,257.33,0.53,0.78,4138,641.0150544,0.9,200,0.9987,56.61313206,0.9,200
4138,4139,15,505,2,2,Germany,Improved grassland 1000 LSU,<= mean = 2.531- 5.06 degrees,Applied to grassland and excreted grazing - divided on LSU,275.09,18.97,365.51,68.96,0.54,0.78,4139,294.6742081,0.9,200,0.9829,19.34584209,0.9,200
4139,4140,15,505,2,3,Germany,Improved grassland 1000 LSU,<= mean + 1 STD = 5.061-12.225 degrees,Applied to grassland and excreted grazing - divided on LSU,275.09,18.97,365.51,68.96,0.54,0.78,4140,294.6742081,0.9,200,0.9835,19.34584209,0.9,200
4140,4141,15,35,2,2,Germany,NonImproved grassland 1000 LSU,<= mean = 2.531- 5.06 degrees,Excreted permanent grass -divided on LSU,0,0,1363.86,257.33,0.53,0.78,4141,641.0150544,0.9,200,0.999,56.61313206,0.9,200
4141,4142,15,232,2,4,Germany,Rape and turnip rape,<= mean + 3 STD (1 STD + 2STD) = 12.226- 26.557 degrees,Applied and excreted Cropland,140,25,80.95,15.27,0.55,1.02,4142,99.42644829,0.5,200,0.5448,0,0.5,200
4142,4143,15,214,1,2,Germany,Rye,<= mean = 2.531- 5.06 degrees,Applied and excreted Cropland,105,15,80.95,15.27,0.56,0.85,4143,81.81697166,0.41,200,0.9523,4.54097159,0.41,200
4143,4144,15,40,1,2,Germany,Cropland (ESA),<= mean = 2.531- 5.06 degrees,Applied and excreted Cropland,102.3,24.62,80.95,15.27,0.54,0.83,4144,84.29290904,0.27,200,0.9577,6.782259176,0.27,200
4144,4145,10,222,3,4,Denmark,Sugar beet,<= mean + 3 STD (1 STD + 2STD) = 12.226- 26.557 degrees,Applied and excreted Cropland,105,23,117.74,22.21,0.67,1.17,4145,73.50362726,0.34,200,0.4044,0,0.34,200
4145,4146,15,502,3,2,Germany,Improved grassland 25 LSU,<= mean = 2.531- 5.06 degrees,Applied to grassland and excreted grazing - divided on LSU,12.61,0.87,16.75,3.16,0.64,1.04,4146,10.56970022,0.59,200,0.1813,0,0.59,200
4146,4147,15,232,2,5,Germany,Rape and turnip rape,> mean + 3STD = 26.558-89.281 degrees,Applied and excreted Cropland,140,25,80.95,15.27,0.55,1.02,4147,99.42644829,0.5,200,0.9106,0,0.5,200
4147,4148,15,502,2,4,Germany,Improved grassland 25 LSU,<= mean + 3 STD (1 STD + 2STD) = 12.226- 26.557 degrees,Applied to grassland and excreted grazing - divided on LSU,12.61,0.87,16.75,3.16,0.58,0.9,4148,12.33131692,0.59,200,0.8955,0.40303321,0.59,200
4148,4149,15,502,3,3,Germany,Improved grassland 25 LSU,<= mean + 1 STD = 5.061-12.225 degrees,Applied to grassland and excreted grazing - divided on LSU,12.61,0.87,16.75,3.16,0.64,1.04,4149,10.56970022,0.59,200,0.1583,0,0.59,200
4149,4150,15,33,2,4,Germany,Non Improved grassland 100 LSU,<= mean + 3 STD (1 STD + 2STD) = 12.226- 26.557 degrees,Excreted permanent grass -divided on LSU,0,0,184.4,34.79,0.65,0.84,4150,64.53852484,0.82,200,0.9957,5.566665215,0.82,200
4150,4151,15,222,3,2,Germany,Sugar beet,<= mean = 2.531- 5.06 degrees,Applied and excreted Cropland,125,60,80.95,15.27,0.67,1.17,4151,67.96272874,0.34,200,0.0398,0,0.34,200
4151,4152,15,240,3,2,Germany,Dry pulses,<= mean = 2.531- 5.06 degrees,Applied and excreted Cropland,7,15,80.95,15.27,0.64,0.94,4152,31.66115863,0.17,200,0.14,1.816388636,0.17,200
4152,4153,15,290,3,2,Germany,Bare arable land,<= mean = 2.531- 5.06 degrees,No,0,0,0,0,0.62,0.65,4153,0,0.05,200,0.0235,0,0.05,200
4153,4154,15,218,3,1,Germany,Triticale,<= 1/2 STD = < 2.53 degrees,Applied and excreted Cropland,105,15,80.95,15.27,0.61,0.89,4154,72.51958851,0.37,200,0.0797,3.330045833,0.37,200
4154,4155,15,501,3,2,Germany,Improved grassland 0 LSU,<= mean = 2.531- 5.06 degrees,Applied to grassland and excreted grazing - divided on LSU,0,0,0,0,0.66,0.97,4155,0,0.83,200,0.7815,0,0.83,200
4155,4156,15,501,3,3,Germany,Improved grassland 0 LSU,<= mean + 1 STD = 5.061-12.225 degrees,Applied to grassland and excreted grazing - divided on LSU,0,0,0,0,0.66,0.97,4156,0,0.83,200,0.8108,0,0.83,200
4156,4157,15,40,3,3,Germany,Cropland (ESA),<= mean + 1 STD = 5.061-12.225 degrees,Applied and excreted Cropland,102.3,24.62,80.95,15.27,0.63,0.87,4157,67.80081814,0.27,200,0.0398,5.186433487,0.27,200
4157,4158,15,60,3,4,Germany,Bare/sparse vegetation (ESA),<= mean + 3 STD (1 STD + 2STD) = 12.226- 26.557 degrees,No,0,0,0,0,0.6,0.71,4158,0,0.05,200,0.732,0,0.05,200
4158,4159,15,501,2,4,Germany,Improved grassland 0 LSU,<= mean + 3 STD (1 STD + 2STD) = 12.226- 26.557 degrees,Applied to grassland and excreted grazing - divided on LSU,0,0,0,0,0.57,0.83,4159,0,0.83,200,0.8684,0,0.83,200
4159,4160,15,80,3,4,Germany,Permanent water (ESA),<= mean + 3 STD (1 STD + 2STD) = 12.226- 26.557 degrees,No,0,0,0,0,0.64,0.95,4160,0,0,200,0,0,0,200
4160,4161,15,501,3,4,Germany,Improved grassland 0 LSU,<= mean + 3 STD (1 STD + 2STD) = 12.226- 26.557 degrees,Applied to grassland and excreted grazing - divided on LSU,0,0,0,0,0.66,0.97,4161,0,0.83,200,0.8611,0,0.83,200
4161,4162,15,221,3,3,Germany,Potatoes,<= mean + 1 STD = 5.061-12.225 degrees,Applied and excreted Cropland,135,60,80.95,15.27,0.66,1.04,4162,73.42220537,0.41,200,0.0593,0,0.41,200
